Connected to PostgreSQL
[LOG] Server running on port 8080

 ┌───────────────────────────────────────────────────┐ 
 │                  Fiber v2.52.10                   │ 
 │               http://127.0.0.1:8080               │ 
 │       (bound on host 0.0.0.0 and port 8080)       │ 
 │                                                   │ 
 │ Handlers ............ 62  Processes ........... 1 │ 
 │ Prefork ....... Disabled  PID ................. 1 │ 
 └───────────────────────────────────────────────────┘ 

12:35:00 | 200 |    6.643254ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:06 | 200 |    2.689344ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:06 | 200 |   14.960723ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:06 | 200 |    2.740645ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:06 | 200 |    9.489158ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:06 | 101 |     388.516µs | 172.18.0.5 | GET | /ws/notifications | -
12:36:06 | 200 |    2.013371ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:06 | 200 |    2.531076ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:06 | 200 |    2.045323ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:06 | 200 |      2.8098ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:06 | 200 |    3.349758ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:06 | 200 |    2.004823ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:06 | 200 |    2.327052ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:06 | 200 |    3.968289ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:06 | 200 |    3.991268ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:08 | 200 |    1.761535ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:08 | 200 |    3.753525ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:08 | 200 |    1.656544ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:08 | 200 |    3.825572ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:08 | 200 |    4.365773ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:08 | 200 |    5.517194ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:08 | 200 |    10.53513ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:08 | 200 |    1.470104ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:08 | 200 |    2.379998ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:08 | 200 |    4.594632ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:08 | 200 |    2.822704ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:08 | 200 |    5.050076ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:09 | 200 |    1.408239ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:09 | 200 |    5.682287ms | 172.18.0.5 | GET | /api/v1/users/e1ce3de0-c923-4cd3-973f-532eb6c11004/consultant | -
12:36:09 | 200 |    1.357177ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:09 | 200 |    2.152423ms | 172.18.0.5 | GET | /api/v1/users/e1ce3de0-c923-4cd3-973f-532eb6c11004/consultant | -
12:36:09 | 101 |     342.018µs | 172.18.0.5 | GET | /ws/notifications | -
12:36:09 | 200 |    2.780544ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:09 | 200 |    5.390461ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:09 | 101 |       333.3µs | 172.18.0.5 | GET | /ws/notifications | -
12:36:09 | 200 |     1.81356ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:09 | 200 |     2.90046ms | 172.18.0.5 | GET | /api/v1/conversations/efe3b2fe-e11b-47a0-8768-4b8ee00a2a25/messages | -
12:36:09 | 200 |    1.955835ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:09 | 200 |    1.811593ms | 172.18.0.5 | GET | /api/v1/conversations/efe3b2fe-e11b-47a0-8768-4b8ee00a2a25/messages | -
12:36:09 | 200 |    4.512451ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:09 | 101 |     326.862µs | 172.18.0.5 | GET | /ws/chat | -
12:36:09 | 200 |    4.483314ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:10 | 101 |     376.539µs | 172.18.0.5 | GET | /ws/chat | -
12:36:11 | 200 |    1.513797ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:11 | 200 |    2.379437ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:11 | 200 |    1.405282ms | 172.18.0.5 | GET | /api/v1/cities | -
12:36:11 | 200 |    4.878241ms | 172.18.0.5 | GET | /api/v1/niches | -
12:36:11 | 200 |     7.97263ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:11 | 200 |    2.335508ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:11 | 200 |     7.16749ms | 172.18.0.5 | GET | /api/v1/blogs | -
12:36:11 | 200 |   13.611853ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:11 | 200 |    5.798419ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:11 | 200 |   18.866127ms | 172.18.0.5 | GET | /api/v1/auth/me | -
12:36:11 | 200 |     450.374µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:11 | 101 |    4.480414ms | 172.18.0.5 | GET | /ws/notifications | -
12:36:11 | 200 |    2.094423ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:11 | 200 |    2.337253ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:11 | 200 |    2.997032ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:11 | 200 |    1.643116ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:11 | 200 |     460.241µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:11 | 200 |    3.275224ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:11 | 200 |     537.286µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:13 | 200 |    1.204744ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:13 | 200 |    2.743721ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:13 | 200 |    1.735015ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:13 | 200 |    2.097094ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:13 | 200 |    8.001485ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:13 | 200 |     4.81284ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:20 | 200 |     6.46971ms | 172.18.0.5 | POST | /api/v1/conversations/efe3b2fe-e11b-47a0-8768-4b8ee00a2a25/messages | -
12:36:21 | 200 |    2.119088ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:21 | 200 |    4.103597ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:22 | 200 |     1.45669ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:23 | 200 |    1.262385ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:23 | 200 |     2.05325ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:23 | 200 |    1.297811ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:23 | 101 |     388.255µs | 172.18.0.5 | GET | /ws/notifications | -
12:36:23 | 200 |    1.876612ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:23 | 200 |    2.238368ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:23 | 200 |     2.95941ms | 172.18.0.5 | GET | /api/v1/conversations/efe3b2fe-e11b-47a0-8768-4b8ee00a2a25/messages | -
12:36:23 | 200 |    2.699562ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:23 | 101 |     548.515µs | 172.18.0.5 | GET | /ws/notifications | -
12:36:23 | 200 |    4.461023ms | 172.18.0.5 | GET | /api/v1/conversations/efe3b2fe-e11b-47a0-8768-4b8ee00a2a25/messages | -
12:36:23 | 200 |    2.534827ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:23 | 200 |    2.785956ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:23 | 200 |    3.105263ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:23 | 200 |     3.47867ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:23 | 101 |     552.472µs | 172.18.0.5 | GET | /ws/chat | -
12:36:23 | 101 |     369.032µs | 172.18.0.5 | GET | /ws/chat | -
12:36:24 | 200 |    1.941193ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:24 | 200 |    4.696736ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:24 | 200 |    2.032558ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:24 | 200 |    4.487328ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:30 | 201 |   10.021174ms | 172.18.0.5 | POST | /api/v1/bookings | -
12:36:30 | 200 |    2.014998ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:30 | 200 |    4.452365ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:33 | 400 |     341.704µs | 172.18.0.5 | PUT | /api/v1/notifications/1783686998351/read | -
12:36:33 | 200 |    4.744596ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:33 | 200 |    1.311035ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:33 | 200 |    1.989681ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:33 | 200 |    1.244097ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:33 | 200 |    2.477215ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:33 | 200 |    4.438003ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:33 | 200 |    1.931333ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:33 | 200 |    2.246235ms | 172.18.0.5 | PUT | /api/v1/notifications/9404031a-eae1-407b-b5fd-b9ece6b58bde/read | -
12:36:33 | 200 |    4.740929ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:33 | 200 |     1.91665ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:33 | 200 |    4.527815ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:33 | 200 |    5.333655ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:33 | 200 |    4.612596ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:36 | 200 |    6.284398ms | 172.18.0.5 | PATCH | /api/v1/bookings/c05efe01-fd47-41a6-bac3-4c32fb5fd70d/status | -
12:36:36 | 200 |     335.016µs | 172.18.0.5 | GET | /api/v1/bookings/c05efe01-fd47-41a6-bac3-4c32fb5fd70d/call-status | -
12:36:36 | 200 |     1.84067ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:36 | 200 |    2.323869ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:37 | 400 |     260.782µs | 172.18.0.5 | PUT | /api/v1/notifications/1783687004152/read | -
12:36:37 | 200 |    2.522322ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:37 | 200 |    3.958337ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:37 | 200 |   21.016826ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:37 | 200 |    1.662406ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:37 | 200 |    1.948747ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:37 | 200 |    2.741709ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:37 | 200 |    3.252439ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:37 | 200 |    2.508368ms | 172.18.0.5 | PUT | /api/v1/notifications/03cfa242-c9cc-47df-8979-4eece8e7af5b/read | -
12:36:37 | 200 |    1.987879ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:37 | 200 |    2.309942ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:37 | 200 |    3.754243ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:37 | 200 |    2.646222ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:37 | 200 |    2.303537ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:38 | 200 |     377.327µs | 172.18.0.5 | GET | /api/v1/bookings/c05efe01-fd47-41a6-bac3-4c32fb5fd70d/call-status | -
12:36:39 | 200 |    6.394288ms | 172.18.0.5 | PATCH | /api/v1/bookings/c05efe01-fd47-41a6-bac3-4c32fb5fd70d/status | -
12:36:40 | 400 |     716.578µs | 172.18.0.5 | PUT | /api/v1/notifications/1783687007532/read | -
12:36:40 | 200 |    2.955426ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:40 | 200 |    5.622124ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:40 | 200 |     4.45429ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:41 | 200 |     299.859µs | 172.18.0.5 | GET | /api/v1/bookings/c05efe01-fd47-41a6-bac3-4c32fb5fd70d/call-status | -
12:36:42 | 200 |     675.926µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:42 | 200 |    1.565869ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:42 | 200 |    3.531536ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:42 | 200 |    1.399189ms | 172.18.0.5 | GET | /api/v1/auth/me | -
12:36:42 | 200 |    3.570234ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:42 | 200 |    6.465871ms | 172.18.0.5 | GET | /api/v1/blogs | -
12:36:42 | 200 |    3.536554ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:42 | 200 |    4.194945ms | 172.18.0.5 | GET | /api/v1/niches | -
12:36:42 | 200 |    9.970672ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:42 | 200 |   25.037073ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:42 | 200 |     496.605µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:42 | 200 |     608.894µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:42 | 200 |    1.524746ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:42 | 200 |    2.230982ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:42 | 101 |     426.216µs | 172.18.0.5 | GET | /ws/notifications | -
12:36:42 | 200 |    4.796657ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:43 | 200 |     491.619µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:43 | 200 |    1.584398ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:43 | 200 |    2.909002ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:43 | 200 |    5.579781ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:43 | 200 |    5.282967ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/64dde902-a147-4a38-92fd-1d3530f51149 | -
12:36:43 | 200 |     630.694µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:43 | 200 |     3.26076ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:43 | 200 |     988.652µs | 172.18.0.5 | GET | /api/v1/auth/me | -
12:36:43 | 200 |   14.401931ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:43 | 200 |     834.358µs | 172.18.0.5 | GET | /api/v1/niches | -
12:36:43 | 200 |    4.175207ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:43 | 200 |    3.887301ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:43 | 200 |    2.858037ms | 172.18.0.5 | GET | /api/v1/blogs | -
12:36:43 | 200 |    1.545772ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:43 | 200 |    1.938056ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:43 | 101 |      458.13µs | 172.18.0.5 | GET | /ws/notifications | -
12:36:43 | 200 |      519.22µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:43 | 200 |    3.838803ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:43 | 200 |    1.381131ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:43 | 200 |    3.235779ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:43 | 200 |     561.726µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:43 | 200 |    2.746579ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:43 | 200 |     738.052µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:43 | 200 |     5.19022ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
12:36:44 | 200 |     275.969µs | 172.18.0.5 | POST | /api/v1/auth/logout | -
12:36:44 | 401 |     228.545µs | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:44 | 200 |     557.532µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:44 | 200 |     954.552µs | 172.18.0.5 | GET | /api/v1/niches | -
12:36:44 | 200 |   15.682111ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:44 | 200 |   18.211199ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:44 | 200 |    1.519603ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:44 | 200 |   27.616136ms | 172.18.0.5 | GET | /api/v1/blogs | -
12:36:45 | 200 |     637.978µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:44 | 200 |   31.619448ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:45 | 200 |     474.021µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:45 | 200 |     631.324µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:45 | 200 |    1.444526ms | 172.18.0.5 | GET | /api/v1/notifications | -
12:36:45 | 200 |    2.609513ms | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:45 | 200 |      252.88µs | 172.18.0.5 | POST | /api/v1/auth/logout | -
12:36:45 | 401 |     365.714µs | 172.18.0.5 | GET | /api/v1/conversations | -
12:36:45 | 200 |    1.269816ms | 172.18.0.5 | GET | /api/v1/niches | -
12:36:45 | 200 |    5.982825ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:45 | 200 |   13.745514ms | 172.18.0.5 | GET | /api/v1/cities | -
12:36:45 | 200 |    3.649642ms | 172.18.0.5 | GET | /api/v1/blogs | -
12:36:45 | 200 |   11.945842ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:45 | 200 |   27.141173ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:45 | 200 |   25.511741ms | 172.18.0.5 | GET | /api/v1/consultants | -
12:36:45 | 200 |    2.507802ms | 172.18.0.5 | GET | /api/v1/cities | -
12:36:46 | 200 |     515.531µs | 172.18.0.5 | GET | /api/v1/cities | -
12:36:46 | 200 |     920.265µs | 172.18.0.5 | GET | /api/v1/cities | -
13:14:27 | 200 |    3.895176ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
13:14:27 | 200 |    5.573485ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
13:14:27 | 200 |    3.451464ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
13:14:27 | 200 |    6.371704ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
13:43:12 | 200 |    2.467089ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
13:43:12 | 200 |    4.666595ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
13:43:12 | 200 |    2.529485ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
13:43:12 | 200 |    4.484658ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
14:15:41 | 200 |    3.244441ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
14:15:41 | 200 |    6.211075ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
14:15:41 | 200 |    2.370838ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
14:15:41 | 200 |    4.812075ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
15:15:57 | 200 |    3.954801ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
15:15:57 | 200 |    4.440014ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
15:15:57 | 200 |    2.700909ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
15:15:57 | 200 |    4.451122ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
16:16:53 | 200 |    5.772492ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
16:16:53 | 200 |     8.05373ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
16:16:53 | 200 |    3.986834ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
16:16:53 | 200 |    6.249457ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
16:29:53 | 200 |    3.509922ms | 172.18.0.5 | GET | /api/v1/bookings/my-trips | -
16:29:53 | 200 |    6.653203ms | 172.18.0.5 | GET | /api/v1/bookings/consultant/e979b41a-7f0a-4154-95d2-ebe2050e7b04 | -
